# Bad IDs, reason
C04571, invalid
C04585, invalid
C04588, invalid
C04591, invalid
C04595, invalid
C04600, invalid
C04601, invalid
C04602, invalid
C04603, invalid
C04605, invalid
C04607, invalid
C04609, invalid
C04610, invalid
C04612, invalid
C04616, invalid
C04624, invalid
C04626, invalid
C04629, invalid
C04647, invalid
C04651, invalid
C04653, invalid
C04657, invalid
C04658, invalid
C04659, invalid
C04664, invalid
C04668, invalid
C04669, invalid
C04689, invalid
C04693, invalid
C04694, invalid
C04697, invalid
C04699, invalid
C04701, invalid
C04704, invalid
C04705, invalid
C04710, invalid
C04716, invalid
C04721, invalid
C04723, invalid
C04743, invalid
C04745, invalid
C04747, invalid
C04753, invalid
C04754, invalid
C04757, invalid
C04761, invalid
C04762, invalid
C04764, invalid
C04765, invalid
C04766, invalid
C04769, invalid
C04770, invalid
C04774, invalid
C04777, invalid
C04781, invalid
C04782, invalid
C04784, invalid
C04786, invalid
C04788, invalid
C04795, invalid
C04803, invalid
C04813, invalid
C04820, invalid
C04821, invalid
C04826, invalid
C04828, invalid
C04829, invalid
C04836, invalid
C04837, invalid
C04838, invalid
C04841, invalid
C04842, invalid
C04846, invalid
C04852, invalid
C04854, invalid
C04857, invalid
C04860, invalid
C04863, invalid
C04868, invalid
C04869, invalid
C04870, invalid
C04878, invalid
C04879, invalid
C04888, invalid
C04889, invalid
C04892, invalid
C04893, invalid
C04897, invalid
C04912, invalid
C04915, invalid
C04918, invalid
C04921, invalid
C04928, invalid
C04929, invalid
C04933, invalid
C04935, invalid
C04941, invalid
C04945, invalid
C04946, invalid
C04947, invalid
C04948, invalid
C04949, invalid
C04950, invalid
C04951, invalid
C04952, invalid
C04953, invalid
C04954, invalid
C04955, invalid
C04956, invalid
C04957, invalid
C04958, invalid
C04959, invalid
C04960, invalid
C04961, invalid
C04962, invalid
C04963, invalid
C04964, invalid
C04965, invalid
C04966, invalid
C04967, invalid
C04968, invalid
C04969, invalid
C04970, invalid
C04971, invalid
C04972, invalid
C04973, invalid
C04974, invalid
C04975, invalid
C04976, invalid
C04977, invalid
C04978, invalid
C04979, invalid
C04980, invalid
C04981, invalid
C04982, invalid
C04983, invalid
C04984, invalid
C04985, invalid
C04986, invalid
C04987, invalid
C04988, invalid
C04989, invalid
C04990, invalid
C04991, invalid
C04992, invalid
C04993, invalid
C04994, invalid
C04995, invalid
C04996, invalid
C04997, invalid
C04998, invalid
C04999, invalid
C05000, invalid
C05002, invalid
C05004, invalid
C05006, invalid
C05007, invalid
C05008, invalid
C05012, invalid
C05013, invalid
C05014, invalid
C05015, invalid
C05017, invalid
C05018, invalid
C05019, invalid
C05020, invalid
C05022, invalid
C05023, invalid
C05024, invalid
C05025, invalid
C05027, invalid
C05029, invalid
C05030, invalid
C05032, invalid
C05033, invalid
C05034, invalid
C05035, invalid
C05036, invalid
C05037, invalid
C05038, invalid
C05039, invalid
C05040, invalid
C05041, invalid
C05043, invalid
C05044, invalid
C05045, invalid
C05046, invalid
C05047, invalid
C05048, invalid
C05049, invalid
C05050, invalid
C05051, invalid
C05053, invalid
C05054, invalid
C05055, invalid
C05056, invalid
C05059, invalid
C05061, invalid
C05062, invalid
C05063, invalid
C05064, invalid
C05065, invalid
C05066, invalid
C05068, invalid
C05069, invalid
C05070, invalid
C05072, invalid
C05074, invalid
C05075, invalid
C05077, invalid
C05078, invalid
C05081, invalid
C05082, invalid
C05083, invalid
C05084, invalid
C05085, invalid
C05087, invalid
C05088, invalid
C05089, invalid
C05090, invalid
C05091, invalid
C05092, invalid
C05093, invalid
C05094, invalid
C05095, invalid
C05096, invalid
C05097, invalid
C05098, invalid
C05099, invalid
C05101, invalid
C05105, invalid
C05106, invalid
C05112, invalid
C05115, invalid
C05120, invalid
C05121, invalid
C05124, invalid
C05128, invalid
C05129, invalid
C05132, invalid
C05134, invalid
C05137, invalid
C05142, invalid
C05152, invalid
C05153, invalid
C05154, invalid
C05160, invalid
C05162, invalid
C05164, invalid
C05166, invalid
C05168, invalid
C05169, invalid
C05170, invalid
C05171, invalid
C05173, invalid
C05180, invalid
C05181, invalid
C05182, invalid
C05184, invalid
C05185, invalid
C05186, invalid
C05187, invalid
C05188, invalid
C05192, invalid
C05211, invalid
C05213, invalid
C05214, invalid
C05215, invalid
C05216, invalid
C05219, invalid
C05221, invalid
C05222, invalid
C05224, invalid
C05225, invalid
C05228, invalid
C05233, invalid
C05236, invalid
C05237, invalid
C05238, invalid
C05240, invalid
C05241, invalid
C05242, invalid
C05244, invalid
C05245, invalid
C05246, invalid
C05248, invalid
C05249, invalid
C05251, invalid
C05254, invalid
C05255, invalid
C05256, invalid
C05257, invalid
C05277, invalid
C05286, invalid
C05287, invalid
C05288, invalid
C05289, invalid
C05292, invalid
C05303, invalid
C05304, invalid
C05310, invalid
C05311, invalid
C05323, invalid
C05327, invalid
C05331, invalid
C05333, invalid
C05347, invalid
C05348, invalid
C05351, invalid
C05352, invalid
C05355, invalid
C05362, invalid
C05363, invalid
C05365, invalid
C05367, invalid
C05368, invalid
C05369, invalid
C05373, invalid
C05374, invalid
C05384, invalid
C05387, invalid
C05388, invalid
C05389, invalid
C05390, invalid
C05391, invalid
C05393, invalid
C05395, invalid
C05397, invalid
C05398, invalid
C05407, invalid
C05408, invalid
C05409, invalid
C05415, invalid
C05419, invalid
C05420, invalid
C05426, invalid
C05428, invalid
C05429, invalid
C05436, invalid
C05438, invalid
C05456, invalid
C05457, invalid
C05459, invalid
C05461, invalid
C05462, invalid
C05486, invalid
C05491, invalid
C05492, invalid
C05493, invalid
C05494, invalid
C05495, invalid
C05496, invalid
C05505, invalid
C05506, invalid
C05507, invalid
C05508, invalid
C05509, invalid
C05510, invalid
C05511, invalid
C05514, invalid
C05517, invalid
C05518, invalid
C05521, invalid
C05522, invalid
C05523, invalid
C05525, invalid
C05530, invalid
C05531, invalid
C05532, invalid
C05534, invalid
C05536, invalid
C05538, invalid
C05540, invalid
C05541, invalid
C05542, invalid
C05543, invalid
C05547, invalid
C05549, invalid
C05550, invalid
C05553, invalid
C05555, invalid
C05558, invalid
C05559, invalid
C05561, invalid
C05563, invalid
C05564, invalid
C05566, invalid
C05567, invalid
C05569, invalid
C05573, invalid
C05586, invalid
C05591, invalid
C05597, invalid
C05599, invalid
C05602, invalid
C05603, invalid
C05605, invalid
C05609, invalid
C05611, invalid
C05612, invalid
C05614, invalid
C05617, invalid
C05621, invalid
C05624, invalid
C05626, invalid
C05628, invalid
C05630, invalid
C05632, invalid
C05633, invalid
C05661, invalid
C05664, invalid
C05666, invalid
C05667, invalid
C05671, invalid
C05685, invalid
C05687, invalid
C05700, invalid
C05701, invalid
C05709, invalid
C05716, invalid
C05719, invalid
C05722, invalid
C05724, invalid
C05725, invalid
C05728, invalid
C05732, invalid
C05733, invalid
C05734, invalid
C05735, invalid
C05736, invalid
C05738, invalid
C05739, invalid
C05740, invalid
C05741, invalid
C05742, invalid
C05743, invalid
C05788, invalid
C05792, invalid
C05806, invalid
C05816, invalid
C05826, invalid
C05833, invalid
C05836, invalid
C05845, invalid
C05846, invalid
C05854, invalid
C05857, invalid
C05858, invalid
C05862, invalid
C05863, invalid
C05865, invalid
C05866, invalid
C05867, invalid
C05869, invalid
C05870, invalid
C05871, invalid
C05872, invalid
C05873, invalid
C05874, invalid
C05875, invalid
C05876, invalid
C05877, invalid
C05878, invalid
C05879, invalid
C05880, invalid
C05881, invalid
C05882, invalid
C05883, invalid
C05884, invalid
C05885, invalid
C05886, invalid
C05887, invalid
C05888, invalid
C05889, invalid
C05890, invalid
C05891, invalid
C05899, invalid
C05900, invalid
C05910, invalid
C05930, invalid
C05934, invalid
C05935, invalid
C05937, invalid
C05940, invalid
C05943, invalid
C05948, invalid
C05967, invalid
C05968, invalid
C05969, invalid
C05970, invalid
C05971, invalid
C05972, invalid
C05975, invalid
C05978, invalid
C05982, invalid
C05987, invalid
C05988, invalid
C05991, invalid
C05992, invalid
C05997, invalid
C06003, invalid
C06004, invalid
C06005, invalid
C06009, invalid
C06012, invalid
C06013, invalid
C06014, invalid
C06015, invalid
C06039, invalid
C06043, invalid
C06045, invalid
C06053, invalid
C06061, invalid
C06063, invalid
C06064, invalid
C06065, invalid
C06072, invalid
C06073, invalid
C06097, invalid
C06100, invalid
C06101, invalid
C06106, invalid
C06107, invalid
C06116, invalid
C06117, invalid
C06119, invalid
C06120, invalid
C06122, invalid
C06137, invalid
C06147, invalid
C06150, invalid
C06154, invalid
C06164, invalid
C06166, invalid
C06168, invalid
C06169, invalid
C06170, invalid
C06190, invalid
C06191, invalid
C06200, invalid
C06208, invalid
C06209, invalid
C06211, invalid
C06214, invalid
C06220, invalid
C06221, invalid
C06223, invalid
C06225, invalid
C06226, invalid
C06233, invalid
C06235, invalid
C06236, invalid
C06237, invalid
C06242, invalid
C06243, invalid
C06245, invalid
C06252, invalid
C06253, invalid
C06256, invalid
C06261, invalid
C06270, invalid
C06271, invalid
C06274, invalid
C06275, invalid
C06276, invalid
C06277, invalid
C06278, invalid
C06279, invalid
C06280, invalid
C06281, invalid
C06282, invalid
C06283, invalid
C06284, invalid
C06285, invalid
C06286, invalid
C06287, invalid
C06288, invalid
C06289, invalid
C06290, invalid
C06291, invalid
C06292, invalid
C06293, invalid
C06294, invalid
C06295, invalid
C06296, invalid
C06298, invalid
C06301, invalid
C06303, invalid
C06340, invalid
C06362, invalid
C06373, invalid
C06375, invalid
C06401, invalid
C06402, invalid
C06405, invalid
C06411, invalid
C06431, invalid
C06434, invalid
C06444, invalid
C06445, invalid
C06448, invalid
C06449, invalid
C06458, invalid
C06460, invalid
C06480, invalid
C06486, invalid
C06487, invalid
C06498, invalid
C06519, invalid
C06529, invalid
C06549, invalid
C06583, invalid
C06590, invalid
C06591, invalid
C06595, invalid
C06617, invalid
C06618, invalid
C06619, invalid
C06621, invalid
C06623, invalid
C06631, invalid
C06632, invalid
C06652, invalid
C06666, invalid
C06698, invalid
C06699, invalid
C06700, invalid
C06703, invalid
C06708, invalid
C06709, invalid
C06713, invalid
C06716, invalid
C06724, invalid
C06745, invalid
C06750, invalid
C06759, invalid
C06766, invalid
C06768, invalid
C06794, invalid
C06795, invalid
C06796, invalid
C06797, invalid
C06798, invalid
C06811, invalid
C06815, invalid
C06816, invalid
C06822, invalid
C06826, invalid
C06828, invalid
C06829, invalid
C06833, invalid
C06841, invalid
C06844, invalid
C06845, invalid
C06851, invalid
C06858, invalid
C06859, invalid
C06864, invalid
C06898, invalid
C06901, invalid
C06903, invalid
C06904, invalid
C06907, invalid
C06908, invalid
C06919, invalid
C06920, invalid
C06926, invalid
C06927, invalid
C06929, invalid
C06934, invalid
C06937, invalid
C06942, invalid
C06945, invalid
C06959, invalid
C06962, invalid
C06964, invalid
C06966, invalid
C06968, invalid
C06974, invalid
C06982, invalid
C06983, invalid
C06985, invalid
C06987, invalid
C06992, invalid
C06993, invalid
C06994, invalid
C06995, invalid
C06998, invalid
C07000, invalid
C07003, invalid
C07008, invalid
C07009, invalid
C07011, invalid
C07012, invalid
C07015, invalid
C07021, invalid
C07033, invalid
C07038, invalid
C07039, invalid
C07046, invalid
C07048, invalid
C07050, invalid
C07057, invalid
C07059, invalid
C07060, invalid
C07061, invalid
C07066, invalid
C07067, invalid
C07068, invalid
C07071, invalid
C07076, invalid
C07077, invalid
C07081, invalid
C07082, invalid
C07109, invalid
C07110, invalid
C07121, invalid
C07133, invalid
C07134, invalid
C07135, invalid
C07136, invalid
C07137, invalid
C07145, invalid
C07150, invalid
C07152, invalid
C07154, invalid
C07157, invalid
C07158, invalid
C07161, invalid
C07162, invalid
C07167, invalid
C07169, invalid
C07170, invalid
C07173, invalid
C07176, invalid
C07179, invalid
C07181, invalid
C07183, invalid
C07186, invalid
C07191, invalid
C07193, invalid
C07197, invalid
C07200, invalid
C07217, invalid
C07223, invalid
C07226, invalid
C07227, invalid
C07229, invalid
C07232, invalid
C07233, invalid
C07234, invalid
C07237, invalid
C07238, invalid
C07242, invalid
C07243, invalid
C07244, invalid
C07248, invalid
C07249, invalid
C07260, invalid
C07262, invalid
C07265, invalid
C07284, invalid
C07286, invalid
C07298, invalid
C07333, invalid
C07337, invalid
C07352, invalid
C07353, invalid
C07358, invalid
C07364, invalid
C07365, invalid
C07374, invalid
C07377, invalid
C07380, invalid
C07382, invalid
C07385, invalid
C07386, invalid
C07387, invalid
C07388, invalid
C07390, invalid
C07392, invalid
C07396, invalid
C07399, invalid
C07419, invalid
C07426, invalid
C07433, invalid
C07439, invalid
C07442, invalid
C07444, invalid
C07462, invalid
C07470, invalid
C07472, invalid
C07476, invalid
C07477, invalid
C07483, invalid
C07507, invalid
C07562, invalid
C07563, invalid
C07579, invalid
C07583, invalid
C07595, invalid
C07611, invalid
C07614, invalid
C07623, invalid
C07676, invalid
C07678, invalid
C07679, invalid
C07680, invalid
C07681, invalid
C07682, invalid
C07683, invalid
C07684, invalid
C07685, invalid
C07686, invalid
C07687, invalid
C07688, invalid
C07689, invalid
C07690, invalid
C07691, invalid
C07692, invalid
C07694, invalid
C07696, invalid
C07697, invalid
C07698, invalid
C07700, invalid
C07702, invalid
C07703, invalid
C07705, invalid
C07716, invalid
C07730, invalid
C07735, invalid
C07737, invalid
C07738, invalid
C07739, invalid
C07741, invalid
C07742, invalid
C07744, invalid
C07745, invalid
C07746, invalid
C07747, invalid
C07748, invalid
C07749, invalid
C07754, invalid
C07757, invalid
C07762, invalid
C07769, invalid
C07772, invalid
C07775, invalid
C07776, invalid
C07779, invalid
C07781, invalid
C07782, invalid
C07786, invalid
C07787, invalid
C07788, invalid
C07791, invalid
C07793, invalid
C07794, invalid
C07795, invalid
C07796, invalid
C07797, invalid
C07799, invalid
C07800, invalid
C07801, invalid
C07802, invalid
C07803, invalid
C07804, invalid
C07806, invalid
C07808, invalid
C07810, invalid
C07812, invalid
C07820, invalid
C07821, invalid
C07822, invalid
C07823, invalid
C07824, invalid
C07828, invalid
C07830, invalid
C07831, invalid
C07835, invalid
C07842, invalid
C07845, invalid
C07847, invalid
C07848, invalid
C07850, invalid
C07854, invalid
C07855, invalid
C07856, invalid
C07857, invalid
C07858, invalid
C07859, invalid
C07860, invalid
C07863, invalid
C07867, invalid
C07869, invalid
C07873, invalid
C07878, invalid
C07882, invalid
C07883, invalid
C07885, invalid
C07891, invalid
C07893, invalid
C07896, invalid
C07900, invalid
C07901, invalid
C07902, invalid
C07907, invalid
C07916, invalid
C07917, invalid
C07918, invalid
C07920, invalid
C07922, invalid
C07923, invalid
C07924, invalid
C07925, invalid
C07926, invalid
C07929, invalid
C07932, invalid
C07936, invalid
C07938, invalid
C07940, invalid
C07942, invalid
C07944, invalid
C07945, invalid
C07947, invalid
C07948, invalid
C07950, invalid
C07951, invalid
C07954, invalid
C07957, invalid
C07958, invalid
C07959, invalid
C07960, invalid
C07961, invalid
C07962, invalid
C07963, invalid
C07969, invalid
C07970, invalid
C07972, invalid
C07975, invalid
C07976, invalid
C07977, invalid
C07978, invalid
C07979, invalid
C07980, invalid
C07981, invalid
C07983, invalid
C07984, invalid
C07985, invalid
C07986, invalid
C07987, invalid
C07988, invalid
C07989, invalid
C07990, invalid
C07991, invalid
C07992, invalid
C07993, invalid
C07994, invalid
C07998, invalid
C08000, invalid
C08003, invalid
C08004, invalid
C08006, invalid
C08008, invalid
C08009, invalid
C08011, invalid
C08013, invalid
C08015, invalid
C08016, invalid
C08017, invalid
C08020, invalid
C08023, invalid
C08025, invalid
C08028, invalid
C08030, invalid
C08035, invalid
C08036, invalid
C08041, invalid
C08044, invalid
C08045, invalid
C08047, invalid
C08048, invalid
C08049, invalid
C08056, invalid
C08058, invalid
C08077, invalid
C08078, invalid
C08081, invalid
C08083, invalid
C08084, invalid
C08085, invalid
C08096, invalid
C08097, invalid
C08116, invalid
C08119, invalid
C08120, invalid
C08121, invalid
C08125, invalid
C08128, invalid
C08131, invalid
C08132, invalid
C08134, invalid
C08135, invalid
C08137, invalid
C08138, invalid
C08139, invalid
C08140, invalid
C08143, invalid
C08144, invalid
C08147, invalid
C08165, invalid
C08167, invalid
C08168, invalid
C08170, invalid
C08172, invalid
C08177, invalid
C08181, invalid
C08188, invalid
C08189, invalid
C08190, invalid
C08191, invalid
C08192, invalid
C08194, invalid
C08196, invalid
C08198, invalid
C08199, invalid
C08203, invalid
C08204, invalid
C08205, invalid
C08206, invalid
C08207, invalid
C08208, invalid
C08209, invalid
C08210, invalid
C08213, invalid
C08214, invalid
C08216, invalid
C08218, invalid
C08220, invalid
C08221, invalid
C08222, invalid
C08223, invalid
C08224, invalid
C08225, invalid
C08226, invalid
C08227, invalid
C08228, invalid
C08229, invalid
C08231, invalid
C08232, invalid
C08256, invalid
C08274, invalid
C08293, invalid
C08297, invalid
C08343, invalid
C08360, invalid
C08361, invalid
C08421, invalid
C08436, invalid
C08444, invalid
C08479, invalid
C08500, invalid
C08508, invalid
C08645, invalid
C08812, invalid
C08820, invalid
C08824, invalid
C08826, invalid
C08828, invalid
C08903, invalid
C09199, invalid
C09620, invalid
C09703, invalid
C09713, invalid
C09838, invalid
C09857, invalid
C10096, invalid
C10423, invalid
C10440, invalid
C10442, invalid
C10489, invalid
C10528, invalid
C10872, invalid
C11046, invalid
C11137, invalid
C11138, invalid
C11139, invalid
C11140, invalid
C11157, invalid
C11167, invalid
C11176, invalid
C11183, invalid
C11187, invalid
C11192, invalid
C11197, invalid
C11204, invalid
C11209, invalid
C11211, invalid
C11220, invalid
C11241, invalid
C11247, invalid
C11267, invalid
C11270, invalid
C11286, invalid
C11287, invalid
C11291, invalid
C11294, invalid
C11364, invalid
C11423, invalid
C11424, invalid
C11444, invalid
C11450, invalid
C11451, invalid
C11452, invalid
C11454, invalid
C11458, invalid
C11459, invalid
C11463, invalid
C11464, invalid
C11470, invalid
C11479, invalid
C11517, invalid
C11518, invalid
C11528, invalid
C11530, invalid
C11532, invalid
C11533, invalid
C11534, invalid
C11558, invalid
C11559, invalid
C11614, invalid
C11693, invalid
C11722, invalid
C11753, invalid
C11759, invalid
C11828, invalid
C11835, invalid
C11836, invalid
C11852, invalid
C11914, invalid
C12004, invalid
C12005, invalid
C12010, invalid
C12015, invalid
C12028, invalid
C12031, invalid
C12060, invalid
C12061, invalid
C12071, invalid
C12074, invalid
C12084, invalid
C12086, invalid
C12094, invalid
C12097, invalid
C12175, invalid
C12207, invalid
C12209, invalid
C12273, invalid
C12274, invalid
C12275, invalid
C12279, invalid
C12281, invalid
C12291, invalid
C12315, invalid
C12438, invalid
C12445, invalid
C12482, invalid
C12485, invalid
C12487, invalid
C12488, invalid
C12489, invalid
C12492, invalid
C12493, invalid
C12494, invalid
C12495, invalid
C12496, invalid
C12497, invalid
C12498, invalid
C12499, invalid
C12500, invalid
C12501, invalid
C12502, invalid
C12503, invalid
C12504, invalid
C12506, invalid
C12507, invalid
C12509, invalid
C12510, invalid
C12511, invalid
C12513, invalid
C12514, invalid
C12515, invalid
C12516, invalid
C12517, invalid
C12519, invalid
C12520, invalid
C12521, invalid
C12522, invalid
C12523, invalid
C12524, invalid
C12526, invalid
C12527, invalid
C12528, invalid
C12529, invalid
C12530, invalid
C12532, invalid
C12533, invalid
C12534, invalid
C12536, invalid
C12541, invalid
C12542, invalid
C12543, invalid
C12544, invalid
C12545, invalid
C12546, invalid
C12547, invalid
C12548, invalid
C12549, invalid
C12550, invalid
C12551, invalid
C12553, invalid
C12555, invalid
C12556, invalid
C12558, invalid
C12559, invalid
C12561, invalid
C12562, invalid
C12563, invalid
C12565, invalid
C12566, invalid
C12571, invalid
C12572, invalid
C12573, invalid
C12575, invalid
C12576, invalid
C12577, invalid
C12578, invalid
C12579, invalid
C12581, invalid
C12582, invalid
C12583, invalid
C12584, invalid
C12585, invalid
C12586, invalid
C12587, invalid
C12588, invalid
C12589, invalid
C12591, invalid
C12592, invalid
C12593, invalid
C12594, invalid
C12595, invalid
C12596, invalid
C12597, invalid
C12598, invalid
C12601, invalid
C12602, invalid
C12604, invalid
C12605, invalid
C12606, invalid
C12607, invalid
C12608, invalid
C12610, invalid
C12611, invalid
C12612, invalid
C12613, invalid
C12614, invalid
C12615, invalid
C12617, invalid
C12618, invalid
C12619, invalid
C12620, invalid
C12648, invalid
C12651, invalid
C12652, invalid
C12653, invalid
C12654, invalid
C12655, invalid
C12657, invalid
C12658, invalid
C12659, invalid
C12660, invalid
C12663, invalid
C12664, invalid
C12665, invalid
C12670, invalid
C12671, invalid
C12672, invalid
C12674, invalid
C12676, invalid
C12678, invalid
C12680, invalid
C12681, invalid
C12682, invalid
C12683, invalid
C12684, invalid
C12686, invalid
C12687, invalid
C12688, invalid
C12689, invalid
C12690, invalid
C12692, invalid
C12693, invalid
C12696, invalid
C12697, invalid
C12698, invalid
C12699, invalid
C12700, invalid
C12701, invalid
C12702, invalid
C12703, invalid
C12704, invalid
C12705, invalid
C12706, invalid
C12707, invalid
C12708, invalid
C12709, invalid
C12710, invalid
C12711, invalid
C12713, invalid
C12714, invalid
C12715, invalid
C12716, invalid
C12718, invalid
C12719, invalid
C12720, invalid
C12721, invalid
C12722, invalid
C12723, invalid
C12725, invalid
C12726, invalid
C12727, invalid
C12728, invalid
C12730, invalid
C12731, invalid
C12732, invalid
C12733, invalid
C12734, invalid
C12735, invalid
C12736, invalid
C12737, invalid
C12738, invalid
C12740, invalid
C12741, invalid
C12742, invalid
C12743, invalid
C12744, invalid
C12745, invalid
C12746, invalid
C12747, invalid
C12748, invalid
C12749, invalid
C12751, invalid
C12752, invalid
C12754, invalid
C12756, invalid
C12757, invalid
C12758, invalid
C12759, invalid
C12760, invalid
C12761, invalid
C12762, invalid
C12763, invalid
C12764, invalid
C12765, invalid
C12769, invalid
C12770, invalid
C12771, invalid
C12772, invalid
C12773, invalid
C12774, invalid
C12775, invalid
C12776, invalid
C12777, invalid
C12778, invalid
C12779, invalid
C12780, invalid
C12781, invalid
C12782, invalid
C12783, invalid
C12784, invalid
C12785, invalid
C12787, invalid
C12788, invalid
C12789, invalid
C12790, invalid
C12791, invalid
C12792, invalid
C12793, invalid
C12794, invalid
C12795, invalid
C12797, invalid
C12799, invalid
C12800, invalid
C12801, invalid
C12802, invalid
C12803, invalid
C12804, invalid
C12805, invalid
C12806, invalid
C12807, invalid
C12808, invalid
C12809, invalid
C12810, invalid
C12812, invalid
C12813, invalid
C12815, invalid
C12817, invalid
C12818, invalid
C12820, invalid
C12821, invalid
C12822, invalid
C12823, invalid
C12824, invalid
C12825, invalid
C12826, invalid
C12827, invalid
C12828, invalid
C12830, invalid
C12840, invalid
C12841, invalid
C12843, invalid
C12844, invalid
C12845, invalid
C12846, invalid
C12847, invalid
C12848, invalid
C12850, invalid
C12851, invalid
C12852, invalid
C12854, invalid
C12855, invalid
C12856, invalid
C12857, invalid
C12858, invalid
C12860, invalid
C12863, invalid
C12866, invalid
C12867, invalid
C12868, invalid
C12870, invalid
C12872, invalid
C12873, invalid
C12874, invalid
C12875, invalid
C12877, invalid
C12878, invalid
C12879, invalid
C12880, invalid
C12881, invalid
C12882, invalid
C12883, invalid
C12884, invalid
C12885, invalid
C12887, invalid
C12890, invalid
C12892, invalid
C12894, invalid
C12895, invalid
C12897, invalid
C12898, invalid
C12899, invalid
C12900, invalid
C12901, invalid
C12902, invalid
C12903, invalid
C12904, invalid
C12906, invalid
C12907, invalid
C12908, invalid
C12909, invalid
C12910, invalid
C12911, invalid
C12912, invalid
C12913, invalid
C12914, invalid
C12916, invalid
C12917, invalid
C12918, invalid
C12920, invalid
C12921, invalid
C12922, invalid
C12923, invalid
C12924, invalid
C12925, invalid
C12926, invalid
C12927, invalid
C12928, invalid
C12929, invalid
C12930, invalid
C12931, invalid
C12932, invalid
C12934, invalid
C12936, invalid
C12938, invalid
C12939, invalid
C12940, invalid
C12941, invalid
C12943, invalid
C12944, invalid
C12945, invalid
C12947, invalid
C12949, invalid
C12950, invalid
C12951, invalid
C12952, invalid
C12953, invalid
C12955, invalid
C12956, invalid
C12957, invalid
C12960, invalid
C12963, invalid
C12964, invalid
C12965, invalid
C12966, invalid
C12968, invalid
C12969, invalid
C12970, invalid
C12971, invalid
C12972, invalid
C12973, invalid
C12974, invalid
C12975, invalid
C12976, invalid
C12977, invalid
C12980, invalid
C12982, invalid
C12983, invalid
C12984, invalid
C12985, invalid
C12990, invalid
C12991, invalid
C12992, invalid
C12993, invalid
C12994, invalid
C12995, invalid
C12996, invalid
C12997, invalid
C12998, invalid
C12999, invalid
C13000, invalid
C13001, invalid
C13002, invalid
C13003, invalid
C13004, invalid
C13005, invalid
C13006, invalid
C13007, invalid
C13009, invalid
C13010, invalid
C13011, invalid
C13012, invalid
C13013, invalid
C13015, invalid
C13017, invalid
C13018, invalid
C13019, invalid
C13020, invalid
C13021, invalid
C13022, invalid
C13023, invalid
C13025, invalid
C13026, invalid
C13027, invalid
C13028, invalid
C13029, invalid
C13030, invalid
C13032, invalid
C13033, invalid
C13035, invalid
C13036, invalid
C13039, invalid
C13040, invalid
C13041, invalid
C13042, invalid
C13043, invalid
C13045, invalid
C13046, invalid
C13047, invalid
C13049, invalid
C13052, invalid
C13053, invalid
C13054, invalid
C13056, invalid
C13057, invalid
C13059, invalid
C13060, invalid
C13062, invalid
C13063, invalid
C13064, invalid
C13065, invalid
C13066, invalid
C13067, invalid
C13068, invalid
C13069, invalid
C13070, invalid
C13071, invalid
C13073, invalid
C13075, invalid
C13076, invalid
C13078, invalid
C13079, invalid
C13080, invalid
C13082, invalid
C13083, invalid
C13084, invalid
C13087, invalid
C13088, invalid
C13090, invalid
C13091, invalid
C13092, invalid
C13093, invalid
C13094, invalid
C13095, invalid
C13096, invalid
C13097, invalid
C13098, invalid
C13099, invalid
C13100, invalid
C13105, invalid
C13107, invalid
C13108, invalid
C13111, invalid
C13113, invalid
C13114, invalid
C13115, invalid
C13116, invalid
C13117, invalid
C13118, invalid
C13119, invalid
C13120, invalid
C13121, invalid
C13122, invalid
C13123, invalid
C13124, invalid
C13125, invalid
C13126, invalid
C13128, invalid
C13130, invalid
C13131, invalid
C13132, invalid
C13133, invalid
C13134, invalid
C13135, invalid
C13136, invalid
C13137, invalid
C13139, invalid
C13145, invalid
C13146, invalid
C13147, invalid
C13148, invalid
C13149, invalid
C13150, invalid
C13151, invalid
C13152, invalid
C13153, invalid
C13155, invalid
C13157, invalid
C13158, invalid
C13159, invalid
C13160, invalid
C13161, invalid
C13162, invalid
C13163, invalid
C13164, invalid
C13165, invalid
C13166, invalid
C13169, invalid
C13170, invalid
C13171, invalid
C13172, invalid
C13174, invalid
C13175, invalid
C13176, invalid
C13177, invalid
C13178, invalid
C13180, invalid
C13181, invalid
C13184, invalid
C13185, invalid
C13186, invalid
C13187, invalid
C13188, invalid
C13190, invalid
C13191, invalid
C13193, invalid
C13195, invalid
C13196, invalid
C13200, invalid
C13201, invalid
C13203, invalid
C13204, invalid
C13205, invalid
C13206, invalid
C13207, invalid
C13208, invalid
C13209, invalid
C13210, invalid
C13211, invalid
C13212, invalid
C13213, invalid
C13214, invalid
C13215, invalid
C13216, invalid
C13217, invalid
C13218, invalid
C13219, invalid
C13220, invalid
C13221, invalid
C13222, invalid
C13223, invalid
C13224, invalid
C13225, invalid
C13226, invalid
C13227, invalid
C13228, invalid
C13230, invalid
C13231, invalid
C13232, invalid
C13233, invalid
C13234, invalid
C13236, invalid
C13237, invalid
C13238, invalid
C13239, invalid
C13241, invalid
C13242, invalid
C13243, invalid
C13245, invalid
C13246, invalid
C13247, invalid
C13248, invalid
C13250, invalid
C13251, invalid
C13253, invalid
C13255, invalid
C13256, invalid
C13257, invalid
C13258, invalid
C13259, invalid
C13260, invalid
C13261, invalid
C13262, invalid
C13263, invalid
C13264, invalid
C13265, invalid
C13266, invalid
C13267, invalid
