compound_id,standard_dgf_mu,standard_error
C03028,-2435.142050815931,8.184787681538571
C03030,-562.8204082965157,3.5619571129064544
C03031,-1571.2968986737892,4.300077926865646
C03034,-3151.875741948362,5.440875048660044
C03035,-2879.13774823559,12.206752105106363
C03036,-913.7059141592354,11.054202939438273
C03037,-434.70316464038615,7.531292872392155
C03039,-102.55590071781188,6.326946739166966
C03040,-913.7059141592354,11.054202939438273
C03042,-403.0105986547921,5.719410819133403
C03043,-27.1948635420951,8.921681735275124
C03044,-327.75001983362665,1.65889286258532
C03045,-403.0105986547921,5.719410819133403
C03046,-329.429597163185,1.3941109225042212
C03047,143.01660895474444,11.156462309195575
C03049,-374.39229138606834,7.260083833610717
C03050,-918.0669609944443,16.97844498220953
C03051,-918.0669609944443,16.97844498220953
C03052,-1263.7178089744307,15.289259441800342
C03056,-259.88144854364543,3.6774392275255168
C03057,-329.24000594563927,2.8398986435988927
C03058,-3698.518895598938,7.830757181765804
C03059,-666.8254441070685,2.782995014363029
C03062,-1617.4826371036092,5.351402322507764
C03063,-702.0948425961209,2.23266492580562
C03064,-783.5752809510658,1.2949522060739307
C03065,-274.1061478535415,5.551630357750076
C03066,-846.1321132706112,1.5715276033611083
C03067,-207.52221621039138,3.123590527578368
C03068,-113.68206999393462,12.835654190457182
C03069,-3127.49809000815,8.917073657921431
C03070,-1031.9835898624883,17.507533919222194
C03072,-748.4977240665759,17.578464565409075
C03074,-74.23629409196337,8.100616188774868
C03076,-195.74540151465305,4.047985020263549
C03077,-223.92498992838324,1.7917872397290464
C03078,-98.7809696889608,6.072347897810881
C03079,-846.1321132706112,1.5715276033611083
C03080,-401.7337540830084,2.8573644764812327
C03081,-57.664502768236474,7.452091326024825
C03082,-1547.219615090224,3.2483153319614404
C03087,-475.9144937273511,2.0961647055679817
C03088,-384.68509442310807,3.4291985040893964
C03089,-564.1473608428624,4.302022290446708
C03090,-1453.2326404424552,1.9882339308069163
C03091,-673.9493440140608,18.26881580045996
C03092,-395.02398768392067,11.632098593885273
C03093,-264.2675125540162,8.826629216472723
C03104,-1354.2485273471757,4.215213215205967
C03107,-908.4243709430092,2.0002260313143565
C03108,-837.1631636763173,6.034228824979115
C03109,-1445.559316662492,1.064968509555407
C03112,-1084.9281753895407,9.874106653787047
C03113,-738.1459166431072,4.428554401946045
C03114,239.92154721221607,4.248525500490599
C03115,-2471.310597551696,7.9172043849387626
C03117,-2949.5870991079346,8.793789626253236
C03124,-632.8985462602448,5.77605797270243
C03126,-1802.0161738280424,3.6736826254570496
C03134,-116.66768379998126,4.139211421027082
C03136,-888.8688910644113,2.103132616143288
C03137,-249.3446447790618,4.445383391034214
C03139,-598.84880626864,5.607144731047963
C03140,-591.694229451459,5.620245709890652
C03141,-214.52350016385714,5.273843041751483
C03142,-560.7033566016747,3.776315890290433
C03145,-403.537410825099,6.665316970342236
C03146,-1044.967452505586,2.0847717317247856
C03147,-686.3936081601237,3.300547710792177
C03149,-1525.9846660552785,6.771738949147335
C03150,-548.4616418657696,4.3149239695751245
C03153,-498.9472112224168,2.7287672859941634
C03154,-1545.1510710163138,10.969032163827016
C03156,-1601.9184827151312,5.4907174086990995
C03160,-3516.666752917666,9.022129443398976
C03164,-120.7920518762717,12.661796246911234
C03166,-1096.042506825424,7.321252989652415
C03167,-963.3249334691915,7.317548991003402
C03169,-370.84929195708037,6.0177128750832445
C03170,-1297.7055225922052,33.21492663700815
C03172,-335.8452851851073,4.249123604840735
C03173,-319.46156195822704,4.14449669209395
C03174,-1391.2305331915388,5.285971465867078
C03175,-1628.825635061669,5.711055595880029
C03177,-1529.2107756073233,8.152289901741828
C03178,-422.4332161384778,8.868452532368565
C03183,-496.54777792541734,13.62957071117938
C03187,-2817.6418666337795,5.577143669915024
C03189,-1330.8601886066594,1.2748741277472502
C03190,-2040.6035781613905,8.100471199975779
C03194,-194.3101563581116,1.7339345514187001
C03195,-403.0105986547921,5.719410819133403
C03196,-840.2261393800521,2.9318707535840485
C03197,-503.1746740953253,0.8778659392162085
C03198,-571.7137693649337,2.71073252647346
C03199,-654.311103280355,7.380632139889129
C03200,-2242.6057254606817,3.754927152874376
C03203,-333.4012326023735,6.453949119591483
C03204,-899.8244645468676,12.181097369510871
C03205,-966.1931312166206,14.815538817783176
C03206,-1568.3845238736574,23.450546903574082
C03207,-792.8689459913282,15.1839391283983
C03209,-145.5301909375184,5.46739760442082
C03210,-650.2012567100666,3.495691270166565
C03212,-82.3014321646705,3.2883792760180275
C03214,-482.4191634252905,1.4435083881308208
C03215,-1123.7893741322541,1.4829438090970284
C03217,-946.9545428100676,1.602023346713331
C03218,-457.4682178343806,9.08824718303634
C03219,-234.68715086113244,5.7439885036535685
C03220,143.04417883080498,6.94275087853006
C03221,-3076.497859167324,9.827721732187532
C03223,-958.3610692310614,4.664412096095983
C03224,-428.31298652346436,13.304092785597632
C03225,-477.19441466453986,13.334787153820615
C03227,-525.7760616852166,4.696741985498783
C03228,-294.9471729982787,6.838019406224404
C03230,-62.171057846502585,4.316004761799545
C03231,-3454.5773885055514,8.735100501343664
C03232,-1454.2878818725235,1.0405027039378383
C03233,-958.3610692310614,4.664412096095983
C03235,-602.2638263797935,4.714975293056409
C03237,-3359.8947833430884,7.972238253016013
C03238,-673.9493440140608,18.26881580045996
C03239,-470.44664987323125,1.6426577230314998
C03240,-774.8062305161733,11.216394850142219
C03241,-405.26949051321816,4.749858225949288
C03242,3.4363284049832927,7.14349405974372
C03243,-41.86530164623009,12.065325176143554
C03246,-3280.3509424213808,4.113493079017213
C03248,-691.2289046618274,1.4290423201499227
C03251,-1752.2277597930138,1.25260601787449
C03256,-287.3248181824104,9.516340043819403
C03263,-922.5696377040608,34.21792615312748
C03264,-486.5288803786608,1.5098192257414296
C03267,-1734.6243756615645,2.4355818231629183
C03268,-3131.1943879176442,10.400109056923501
C03269,-871.0249761571987,1.4207688985595093
C03273,-452.9947668274486,1.3342017484828852
C03274,-1375.993916454945,3.5267551349599446
C03277,-289.26431853431234,4.0367550497023545
C03281,-2403.434127752226,10.008292754905746
C03283,-376.77879715095577,2.616082805220531
C03284,-358.5640163907683,1.3979253686257558
C03287,-1535.9669068765447,1.8868459122935852
C03289,-891.5458687818524,2.6354979743402756
C03290,-374.2620052743446,2.6606059735003935
C03291,-1600.8949803892617,1.0944071350990179
C03292,-425.36144701507925,5.366237785738514
C03296,-717.7682706487456,5.867228231435717
C03298,-150.72152364313584,5.82932360888488
C03299,-544.537652389444,9.154054891554066
C03300,-234.55889792814975,5.0487438703950644
C03305,83.7399342127112,9.779664713162598
C03309,-194.57012699162522,12.660591471025255
C03311,55.1229324144602,6.477709729206748
C03312,-1669.2386753895546,5.006972263106431
C03313,14.33000826251142,11.291061032997428
C03314,-392.54934695964226,8.868452532368563
C03319,-2817.6418666337795,5.577143669915024
C03325,-791.3549589543125,8.693811414612723
C03326,-868.5904275238456,7.144155682964416
C03328,-817.6939529824228,1.6203343075825634
C03329,-429.5858271154593,21.402680095936528
C03338,-496.49632838767707,6.319661231595964
C03339,-2344.836315582884,2.1438929073721376
C03340,-523.6567463012797,4.465393019845687
C03341,-474.19839809334144,3.1206354536783203
C03342,-1089.7968257015436,1.2647235351665507
C03343,-466.22035391895287,4.107135684384568
C03344,-3325.314728854133,8.459744490724134
C03345,-3127.49809000815,8.917073657921431
C03347,-484.6721633509248,9.741874017810229
C03348,-588.1471179808939,1.5472651207131607
C03349,-790.907285590733,3.7643203927865545
C03351,-234.33115813269407,3.123590527578373
C03352,-224.6800795377872,4.254140610019937
C03354,3.71210941334855,4.146237406447822
C03356,-1655.6028470217582,1.304649126130952
C03357,-3351.3339935507433,8.907744026749489
C03359,-103.02101938227518,2.448728881776332
C03365,-935.9280620433632,7.6355319984113805
C03366,-1358.799255001852,2.7069511384791913
C03367,-2251.8363841366813,3.6968069486593427
C03368,-2948.0294349782926,13.985388869729752
C03373,-1174.1312803593241,5.563607177651724
C03374,-1215.9022172201646,21.21757964305906
C03375,-25.37597732714361,6.255061168022566
C03383,-906.1648818957799,1.742459988844262
C03384,-1752.7083766477933,1.2735224293640035
C03387,-872.4905825452016,2.267005673180815
C03392,-334.2762981415844,4.177055801225046
C03393,-1662.329724045328,1.2350275729603806
C03394,-1437.8533052609616,3.3033645414668897
C03401,-356.3603434249851,3.8453083438236626
C03404,-392.5771532362427,3.39238996966246
C03406,-907.994925229864,4.754948300357758
C03408,-1067.0042049378192,2.212247124007313
C03409,-594.8367818429656,4.162181173951313
C03410,-1517.8989013226399,2.7125410470498443
C03411,-1224.6717534225163,2.9136423149631105
C03413,-235.89806724417113,10.853144161413185
C03414,-576.4239432764628,4.447253442302948
C03415,-811.7173560854559,2.9510471942159104
C03416,-157.91067662636112,7.875061280943537
C03417,-257.60600893628447,6.8836260761860695
C03422,-2501.013604695012,11.603486776107975
C03423,-387.74289936283776,4.815175630861699
C03425,-137.93409365107323,6.337254243929265
C03427,-1128.8079531545652,20.039267019621835
C03428,-1352.9499851139021,15.60747433290631
C03431,-549.3365860713133,4.8182648550873095
C03433,-1529.2107756073233,8.152289901741828
C03434,-393.2230045729682,11.5954083283934
C03440,-502.28208058785555,8.782592968810969
C03442,-2818.116443568452,5.595646137287549
C03448,-451.5816668015429,7.222102905253659
C03450,-330.473777109244,2.8492253961714336
C03451,-1222.9974194954589,5.14459187296772
C03453,-709.2494194133019,2.113627026471473
C03455,220.0167462125052,14.266608029579208
C03458,-493.78385321939334,6.895109606661677
C03459,-952.1814423770294,2.2728354073830865
C03460,-3132.1276290783962,8.53743326562826
C03462,-2052.277295339172,15.414718150272188
C03465,-449.8952290307412,1.6508036843422471
C03466,-3124.9730522612153,8.639457624457085
C03467,-449.8952290307412,1.6508036843422471
C03470,-858.9655315469975,12.982909031800139
C03473,-92.86923634579473,2.9614718725723095
C03476,-789.2097861857994,15.445158325728075
C03479,-882.9383212050946,13.148829127619338
C03483,-3671.671916376416,3.494802560941132
C03486,-2188.613425536244,6.737998358361075
C03492,-1615.4887876791156,4.620241218496253
C03493,-430.2355104232444,2.950640701716658
C03494,-1484.1944101719205,1.301203151191557
C03495,-1193.4822672608202,4.31744820513342
C03499,-468.64871567119116,2.1034208204665497
C03500,-432.0150643232716,2.205205944110905
C03502,-792.8062594748822,8.151950948511969
C03503,-947.6591517526135,14.076900180958438
C03505,-1138.1279758175656,1.1908846210664317
C03506,-1086.7311319078033,3.702209488673597
C03508,-482.4191634252905,1.4435083881308208
C03509,-1637.5286317371813,1.3744195170226188
C03515,-1589.4675572021688,12.560787669512722
C03519,-335.94162096336385,3.0093001472047116
C03521,-1043.780627376139,2.7125410470498448
C03522,-175.9395846988516,3.504352778774206
C03524,-1022.674349361729,12.342025769601685
C03525,-1382.0544561298386,2.971946574887694
C03527,-61.405510908543604,8.09364264697147
C03536,-1213.416982083467,6.037545228162502
C03537,-155.36325865218657,3.447556623218308
C03539,-892.7956463837864,4.117490125762327
C03546,-1823.4396543212965,7.469298310942442
C03548,-785.5937285729267,3.7273588027823417
C03557,-866.442739417349,7.317548991003383
C03561,-3381.493774362101,8.553584811106473
C03564,-262.3952334636431,5.696665634058569
C03567,-681.7979161439762,11.318234567635091
C03568,-2380.272705702017,5.471287510295914
C03569,-351.7055188888115,6.8645574834014615
C03570,-766.7004769929504,1.7973549960546227
C03571,-348.47447729201394,4.368763495533359
C03572,-517.5057180563173,4.838797454809854
C03574,-102.88235003177465,5.359374848406971
C03575,-0.7382629485894512,5.485334878046102
C03576,-762.1753003011223,4.8695581086471815
C03577,-531.8674612910929,8.237177902330114
C03580,-2008.4853761769098,15.653268260970682
C03582,-260.1800402401257,7.176341874398498
C03584,-511.2282908754703,4.054215419449462
C03585,-517.5057180563173,4.838797454809854
C03586,-569.7067887941203,4.170166365542471
C03588,-1327.0898674288944,16.878578014671444
C03589,-619.8752443126665,1.0203517209120314
C03590,-535.0801180170141,2.927898950758375
C03591,-309.19634733356827,4.283109731773578
C03592,-350.9145771344336,4.291582627441983
C03594,-825.0864207622584,15.56819583472576
C03595,-2864.8285946012284,12.674098348421284
C03598,-2600.68307533228,5.52741724888237
C03599,-2601.359278951036,5.52741724888237
C03600,-1112.8170687321917,2.304530432935701
C03601,-509.7032175685167,5.963361522024144
C03604,-1447.560758824001,1.0296497030639271
C03606,-1759.7087086531892,1.8980202379711613
C03614,-3885.592100798729,6.918677223851431
C03618,-685.4967498909411,2.5847914739067415
C03619,-859.6403555223906,1.7215891281659885
C03621,-3.7773935930328975,5.776065286104532
C03622,287.52094572611793,6.749049272972076
C03623,-606.924217579054,2.0435748820343007
C03624,-769.9826325340323,7.134155432499629
C03626,-228.07216491440647,6.818207496174364
C03630,-1246.1463386187945,6.780548025082566
C03634,-1621.6042938846133,17.57573664803048
C03640,-703.5228498190447,12.123305837142853
C03641,-1796.540510332354,23.506965435425844
C03642,-2322.163282760473,18.930991564854907
C03646,-1563.5890570217873,7.355784735924347
C03647,-508.17794736445586,2.509890897799008
C03648,-868.2456552330015,11.26417361892657
C03651,-502.29453107707496,8.659386394362903
C03652,-828.774614876837,2.50714771857073
C03654,-1754.2292019545225,1.209689717539986
C03656,-474.3259768333127,2.1333407812063303
C03657,-539.5765605536666,7.7911264379691145
C03659,-935.9280620433632,7.6355319984113805
C03660,-935.9280620433632,7.6355319984113805
C03661,-2226.781239859163,4.783078170032443
C03662,-941.474694998974,20.52417571502131
C03663,-407.0215706537252,4.447708095693398
C03664,-433.83919222286914,3.78025061388159
C03665,-355.6290541091949,4.371265430356271
C03666,-836.1754389824174,3.0103665112643427
C03671,-604.5075588089203,3.343163798741663
C03672,-564.5591925477528,2.7381180732662678
C03673,-3200.733805430435,3.578094502795057
C03676,-709.2494194133019,2.113627026471473
C03677,-254.3496968703035,14.691485749510088
C03678,-521.3894548555127,1.4969143881693185
C03679,94.74473099772064,4.084901554052026
C03680,-334.13347740985904,4.107456324646143
C03681,-845.4052321162739,17.326081503505915
C03682,-592.6150639446921,2.2458494087017242
C03683,-956.1779045491533,21.157101192637892
C03684,-438.989288299355,11.452747595269825
C03685,-3296.6964215854096,8.948432235487259
C03686,-1971.9291886865485,22.63606733956704
C03690,-386.4302945094306,6.825463312799039
C03691,-2414.799683834957,6.626595511823184
C03693,-2589.71963792671,1.9985630614657097
C03703,-613.7964359756223,5.5099609164681285
C03709,-163.8245617424433,4.668724133082369
C03710,-162.05811289897633,3.6142225720721557
C03711,-18.953558324706876,5.200407223123994
C03712,-324.3794294789658,6.074059392450195
C03716,-773.4035164550345,2.20683206855769
C03717,279.5879691204618,9.934593339450078
C03719,-108.71532895360366,7.916081067298711
C03722,-515.1431796012502,3.3375697465520373
C03724,-3445.1262886175123,9.349167920647522
C03725,-1536.025431055518,6.421908598440359
C03727,-655.2644243163319,3.920664481719645
C03731,-2298.164107937191,15.460089454750872
C03733,-3141.0360417256884,5.36453067333968
C03734,-1535.9669068765447,1.8868459122935852
C03735,-1756.3826064763234,1.1933105526453383
C03736,-1600.3470797994416,1.3580431056263391
C03737,-1593.9679463656357,1.5081156517985395
C03738,-816.5352928203341,2.769891283380961
C03739,-311.82567515943555,6.768341675212425
C03741,-468.8729075053334,1.4244142120481613
C03742,-253.0440484388299,5.272092225171195
C03743,-703.0993381734567,8.43903237550832
C03747,-979.6638067033143,14.559431811568784
C03748,-979.6638067033143,14.559431811568784
C03750,-424.1416298315195,3.3513196880680045
C03752,-981.8198193449061,1.7215866474742507
C03753,-153.69731241987856,10.720150650843722
C03754,-1190.672827618956,1.8005441391410717
C03755,-1330.566830891498,15.265344729401535
C03757,-459.21937639012293,6.861881623705481
C03758,-301.3812043793904,4.393170056987388
C03761,-824.8485297996037,1.5109025996376781
C03762,-228.5422998598179,5.765917418930514
C03764,-200.48596121400124,12.720408816406932
C03765,-194.45456359965596,2.8934137185458275
C03766,-92.5552500563881,5.314127833835049
C03767,-456.6972513785059,6.925600387726601
C03771,-383.65214125370176,5.537599789710043
C03772,-884.3099566721307,17.040405589765985
C03776,-886.1796507691045,2.7871859057121
C03782,-47.04887228184626,4.255116560234987
C03783,-1600.0375084433372,2.107994641161335
C03785,-2599.424873537382,2.0171691662457576
C03789,-2189.0312728134813,7.764644270109978
C03790,-662.2321031708111,4.360369911098693
C03793,-305.9719771622692,8.159457743811101
C03794,-1638.4971387418184,2.0973899117121393
C03795,-2.311129331892147,4.389478304764314
C03796,-2149.5781546615967,19.680036244093305
C03797,-57.278405114564215,11.999383680910562
C03799,-1273.0200143171992,6.215655938164467
C03801,-1659.7602266396734,11.794368593979378
C03804,-453.7358377156154,3.616599547838119
C03805,-1323.3626636331182,6.741619556921178
C03811,-1747.151947800324,1.2771193504999296
C03817,-325.89796988223196,3.8315643459727533
C03822,-437.29680116529363,11.880290511243055
C03824,-310.5405138623677,3.0485998952254403
C03826,-775.973805753841,0.9489311433531123
C03827,-773.2094658779273,1.1280758306551277
C03828,-1359.641538679455,7.767179068515298
C03830,-263.8398307195296,9.021636901729728
C03832,-368.9330943162529,13.269054489153351
C03836,-713.187061725748,15.151843146851055
C03837,-157.92398669008568,7.035849085483284
C03838,-1593.6158352741036,3.176158319708448
C03840,-322.3362422606813,11.164795259423569
C03843,-561.9039843164823,11.37790706707702
C03844,-935.9280620433632,7.6355319984113805
C03845,-662.3189490061748,17.445863340540477
C03846,-484.63805758805495,2.8549329275600006
C03848,-2239.308811997922,3.742549242241617
C03850,-1873.1766796107422,2.8587908987971993
C03852,-918.0669609944443,16.97844498220953
C03853,-2263.695334429617,6.792752639623129
C03855,-1319.9125883897627,16.354787543751847
C03858,-914.3794886906412,5.995493401025984
C03860,-570.6441970362357,9.354364454359235
C03861,-179.28919735671678,13.502081853018204
C03862,-1010.7684581896555,11.931906216142261
C03864,-454.3395620368293,2.435229765611165
C03865,-454.3395620368293,2.435229765611165
C03868,-885.938957143835,9.036818787641778
C03870,-1961.7384937103109,18.97378421654025
C03871,-795.1893082883297,1.7840675684352028
C03872,-1118.3005703775475,3.993295860633342
C03878,-888.8688910644113,2.103132616143288
C03882,-126.62461404176156,8.584842769300652
C03884,-242.04185454780597,4.850661329769059
C03885,610.4764008071132,22.656798800957738
C03887,382.3133294686943,7.983506027090847
C03888,-1423.9400589183633,11.885425008879714
C03894,-1174.7616271654852,1.310892201321769
C03897,-3187.5037451302724,21.138988477818067
C03898,-3187.5037451302724,21.138988477818067
C03900,-174.0900748035195,5.625854659196597
C03901,-332.7252941492098,8.583718564331724
C03906,-1593.9679463656357,1.5081156517985395
C03910,-744.4459776596179,15.916229880303696
C03912,-193.8142916264771,5.077291872290522
C03916,-980.1980492144269,12.702300667929322
C03917,-901.1884588332875,16.94577879040294
C03918,-526.8334887481788,8.629681196324599
C03920,-742.313614258708,5.369900416131038
C03921,-1107.4433411925095,1.6431805152735655
C03925,-426.74399947994146,13.251798495839502
C03926,-924.5201487507738,1.8187559901316974
C03927,-259.88144854364543,3.6774392275255168
C03928,-2056.721221014067,5.23286012978825
C03929,-263.1579857864784,6.666061557568223
C03930,-1097.371898458048,22.330794597579224
C03935,-870.8189983543433,16.46524163192352
C03943,-365.44222822035795,2.5534050831123905
C03944,-967.1620232848097,21.499080414119074
C03946,-792.8062594748822,8.151950948511969
C03947,-747.8582131304952,6.732485622927068
C03948,-1042.278212210279,2.7166767284095785
C03951,-1411.3322433287613,12.558009319466459
C03953,-1598.9348346691093,4.158759219359829
C03954,101.27790306678511,14.69412176255036
C03955,-486.2325223431335,7.677525019150974
C03958,-299.0372507859257,10.65440002701236
C03961,-853.2866900877921,1.6697799413278196
C03962,-784.176929057302,7.675773055206927
C03963,-1246.8526575322712,24.654098021006153
C03964,-564.5591925477528,2.7381180732662678
C03969,-330.3189775370974,7.336928264407601
C03972,-565.7691738138924,4.126839997247905
C03975,-367.8892837392904,8.999560350807286
C03979,-773.2094658779273,1.1280758306551277
C03980,-1359.641538679455,7.767179068515298
C03981,-787.9034410022866,3.1154704514328175
C03982,-337.43223257946295,6.443451610538011
C03985,28.27702275330673,3.86572741145372
C03986,-407.07882258986587,4.6783111712547045
C03987,-459.6546042173233,4.7033801859689435
C03989,-2903.7042165532944,5.071325507202362
C03990,-1048.8620920236453,17.509743001119478
C03993,-1121.3853587941135,4.446387705594591
C03995,-449.29456109443356,10.946923968614586
C03996,-1038.2462612026134,4.182539013684405
C03997,-1349.5808287019947,4.188601683942856
C03998,-1534.1271653987976,9.380446132299546
C03999,-1476.466230893067,2.382736874220232
C04000,-277.7330379249225,3.6241904425119493
C04002,-913.3917639967412,2.4532328609688996
C04006,-1823.4396543212965,7.469298310942442
C04007,-972.4530712358305,7.516748616137269
C04010,-3964.5314193680315,10.549201893169453
C04015,-1494.9922115252998,3.8270316102376505
C04016,-1497.4959931777296,3.5655793193109253
C04017,-1504.2228702012994,3.5927969878146375
C04020,-649.491936579972,4.87755455883521
C04022,-327.12172132440344,4.206396399393598
C04024,-1911.6617272001922,17.14539937309691
C04030,-301.57866617933325,4.694601142222495
C04033,-618.1210229761572,11.240481868334545
C04034,-2925.4624473680533,5.220201851142102
C04036,-1374.3054686153998,5.9549355955699115
C04037,-1925.2872616737316,1.451009139238667
C04039,-658.2580296846445,1.602386132848706
C04042,-846.7282211233658,14.958648355028696
C04043,-400.629891550949,4.41989594965192
C04044,-610.245722116604,4.375010425084543
C04045,-734.1008691511263,4.477999789350289
C04047,-3364.712720077967,7.934908177748695
C04049,-941.549100016945,1.8220892183664557
C04051,-0.6746804114318294,4.1152011564407225
C04052,-1030.0923342140825,2.9371870688939166
C04053,-890.6729338096734,1.4952911843783987
C04056,-93.35256206478242,6.272216196723075
C04062,-2656.7766857716833,7.616416639598713
C04063,-2656.7766857716833,7.616416639598713
C04064,-2656.7766857716833,7.616416639598713
C04067,-733.6707979532122,5.871074208963668
C04068,-1313.2483212715658,8.555280600704391
C04069,-1304.0176625955664,8.625805369801665
C04071,-688.5486225827323,6.406676752677624
C04074,-792.8062594748822,8.151950948511969
C04075,-280.9958475041896,4.351154017315399
C04076,-461.71833068815243,1.591000501842155
C04078,-335.8452851851073,4.249123604840735
C04079,-886.1412941382903,5.948463417208361
C04081,118.11591039564638,8.956248490302164
C04083,441.9817253097087,4.562538630971987
C04084,-774.7839074346184,16.68832309224978
C04089,-2970.7602832349785,5.718033288617529
C04091,-227.6008201342101,9.705066699693743
C04092,-279.172015197229,8.810609340777749
C04100,-902.981724200103,12.786239425184847
C04101,-2139.273317282512,13.396527915800093
C04102,-1071.7235278631126,12.330702289535493
C04103,-1041.2914775938702,7.523399039401201
C04104,-651.1034528674636,1.5944798490054137
C04105,-553.6274454820491,2.820221357854377
C04106,-606.7566881863204,1.1831767248663831
C04108,-964.1916890551119,14.844413816532192
C04109,-1147.6500229502672,22.473127917086973
C04110,-356.92616626797445,10.651040440101113
C04111,-1504.7680396071587,2.8601844361049067
C04112,-501.94156366783534,2.8329324264573783
C04114,-228.52405610744486,8.574507716472107
C04115,-1275.7829753315273,2.377285797705913
C04118,-427.55538297796807,21.149515073202192
C04121,-2130.3129261140475,6.030183409880242
C04122,-1030.150969460928,1.8722827859069988
C04126,-1030.150969460928,1.8722827859069988
C04131,-515.9037264972467,2.139860503144322
C04132,-1608.1654933451089,4.206867343346721
C04133,-1658.135320948006,2.3201748948700054
C04137,-574.6606507432854,5.609466268215536
C04138,-307.36135337496154,4.912626967409038
C04145,-935.4730300937443,21.980925001308243
C04146,-1047.5440460734128,19.533225442302136
C04147,-1578.2103209053093,2.268118982789162
C04148,-487.6957412961842,3.857009442667012
C04150,-376.4518864798536,25.04458654292474
C04164,-811.8773249756596,4.064523399988883
C04165,-784.176929057302,7.675773055206927
C04166,-321.52210738509046,7.919910065296385
C04167,-147.36003630741592,10.275617928658095
C04170,-793.9428878373673,17.87002238010979
C04171,-583.8069391708005,7.126792162701821
C04175,-2264.1148743219596,2.754301908615312
C04178,-108.07427855383759,14.446593381225803
C04181,-621.6243783367248,1.7276754047065286
C04185,-537.957899566664,6.644545050669588
C04186,-1030.0923342140825,2.9371870688939166
C04187,-2101.8578819369923,4.589360747393814
C04188,-1397.159533152171,4.678748414336511
C04191,-2336.79920144662,15.436419279494679
C04193,-1313.2483212715658,8.555280600704391
C04194,-1310.3337612650796,8.522031074007224
C04197,-809.6512506228626,4.753678885592269
C04199,-1911.6617272001922,17.14539937309691
C04201,-1141.2535032800088,4.498646262007831
C04203,148.46685323000077,4.581242337104723
C04204,-911.5454151243054,4.515125889892469
C04205,-390.338108474397,2.2799613765499567
C04207,-420.6988281151502,5.048759186675502
C04208,-405.1346737266721,6.2203295731250785
C04209,-840.3356633541797,2.8836212129048953
C04210,-656.6465133971531,4.829195864053206
C04211,-246.09569508770642,4.765562823340674
C04216,-1159.6150620530807,17.089677880360636
C04217,-1383.7570940124174,12.224997448995305
C04218,-1588.1182051249698,11.584699446531191
C04219,-1565.68274876655,2.7432173850948454
C04221,-227.6008201342101,9.705066699693743
C04223,-284.88845603717084,8.110726357091883
C04225,-914.3099571173016,3.3245704689354945
C04226,-446.4803897980936,3.7430130418662846
C04227,-255.69467481053914,2.9270281403721032
C04229,-775.7304662826947,4.498600042170141
C04234,-1966.3570642586408,1.4810447932061852
C04236,-774.6378874458396,2.239111817125873
C04237,-614.4698015195439,1.7256230300741655
C04242,-1592.0872775811613,6.146070108417155
C04244,-475.6229396472746,11.473151246387403
C04251,-1123.9449507884224,11.584818560048605
C04255,-1608.1654933451089,4.206867343346721
C04256,-1724.9582062559489,2.835940498599019
C04257,-1727.3760510514483,3.4406592039167467
C04259,-140.35380021182849,6.011345383626277
C04264,-282.0670811601569,5.814852239744416
C04265,-1621.6556009140497,6.376236851258408
C04268,-2685.929383642157,6.10154930350299
C04271,-895.2219513388249,15.44724489063056
C04272,-658.2580296846445,1.602386132848706
C04273,-713.7679066953388,4.636193474493158
C04274,-174.2704795854959,4.874354727284035
C04275,-1884.735083755228,16.57872358579124
C04280,-749.0390980772127,9.986418082195673
C04281,-392.6660019561573,5.161177829881143
C04282,-417.5528056846521,3.2770697313362693
C04285,-536.2899928801017,13.243652247053422
C04286,-585.1714210211773,13.3653314018509
C04287,-786.7763816207274,7.134913994245268
C04290,-21.83210971062684,5.471683793307193
C04293,-692.7622779458424,12.511313455804608
C04294,-54.1165590765243,3.214703771332012
C04295,-882.7562986536167,14.650252299923846
C04297,-2584.1426749804955,5.833763522658263
C04299,-1598.402811838757,8.176980320410173
C04300,-1582.390886294323,16.424649412331924
C04301,-253.97657896627496,5.897149877692536
C04302,-1581.0417135312753,3.8329124563568375
C04303,63.29770114096643,8.895747428060721
C04309,-1423.0177560221873,1.3776443362321316
C04314,-138.74510331465206,9.45734313699835
C04316,-3338.012201905559,11.104885977677478
C04322,-223.09676502828876,5.0592025485765095
C04323,-592.6491697075621,9.784675911386936
C04324,-1037.2469110312636,2.878247658253867
C04327,-900.41441518484,3.885900293984615
C04330,-2485.3943570853576,12.930061243179901
C04332,-564.5850595876376,6.53125101408099
C04333,-1314.7969539789328,21.405861252483525
C04335,-128.7665254656473,3.9705930535428715
C04336,-1887.5351426319723,2.07900399065253
C04337,-230.23462732933132,7.161235842703119
C04346,-2670.5274272767924,5.837784130561232
C04348,-3709.8491044304783,8.412436145630867
C04349,-892.6743759711823,1.5008372479053742
C04350,-305.5628862130435,6.464069638552424
C04351,-253.9152511238391,4.6115634019807565
C04352,-1728.7089842646765,6.0546598436744565
C04353,-305.5628862130435,6.464069638552424
C04354,-1934.4809486521244,2.616894437279086
C04359,-1751.4648620786088,1.4828891170480856
C04360,-2747.3871884107994,20.114805390556413
C04366,-744.6499603337315,4.041397047093107
C04367,-434.38324471731767,9.058111168981313
C04368,-419.94853484319583,2.7906013572312998
C04371,-305.00567293737276,6.933085791439584
C04373,-901.1884588332875,16.94577879040294
