compound_id,standard_dgf_mu,standard_error
C00563,-735.5329311552551,5.801403269044775
C00565,37.17322791207342,2.931870753584055
C00566,-4027.3473281203974,7.925605287009841
C00568,-201.33117647305943,2.9265056897436574
C00570,-2216.61711396564,5.304818489428128
C00571,4.858001125419513,7.526530808406581
C00575,-798.3581620035018,1.5746493381529572
C00576,-101.94173637027217,8.100146950988165
C00577,-436.62917261293046,1.3593149782822127
C00579,-109.81914143384917,7.325386082898027
C00580,7.617736539180738,5.736792266476808
C00581,-310.3036866601178,6.650065198778432
C00582,-3073.3145660374103,8.522156153630768
C00583,-337.9929175423663,1.8576696589103732
C00584,-549.9322882813166,8.845091064240117
C00586,-744.2456794220684,1.4574348953215526
C00587,-418.37954779967293,2.7056404649999384
C00588,-989.9749967962259,8.213993106160991
C00590,-334.0700552596163,4.937302736351542
C00593,-897.3105495794725,3.404164587292222
C00596,-382.17012091590084,1.798772474780796
C00597,-1508.9955024800672,1.2233735678365771
C00599,-638.6386816732331,16.014301337032325
C00601,11.720764351637122,2.6834282353207373
C00603,-678.3638366581456,3.6695262194836857
C00604,353.2930714807647,8.166632684262481
C00606,-374.1281707792465,4.199985067420168
C00611,-1553.2642956197838,3.171127046994376
C00612,-140.3898145814237,6.368670998324656
C00616,-1690.15104504274,20.190343588157297
C00617,-3321.447144883091,5.413466474998996
C00618,-1089.7968257015436,1.2647235351665507
C00619,-696.3085595645913,15.128326946165911
C00620,-1586.5478187314668,1.4524436668280414
C00621,-1457.7185858238781,11.132438711975503
C00623,-1330.8601886066594,1.2748741277472502
C00624,-811.967948384591,3.189145130147566
C00627,-1207.1878880976278,3.757174722006043
C00628,-624.554875750966,4.309148219478836
C00630,-3208.614158636792,8.202373763522587
C00631,-1501.8173933770838,0.8039918013110007
C00632,-407.5065044243525,4.335789059566503
C00633,-201.6091404168369,2.8294493090261836
C00636,-1755.613212726506,1.7305247223381923
C00637,98.31774053593918,4.309584754985919
C00639,-566.8107904424734,8.684460926992315
C00642,-411.224970982492,2.7363429094661593
C00643,-333.3515586588938,5.03517654278132
C00644,-1789.2081089446735,1.4128977761775015
C00645,-885.721560394194,2.26955670827604
C00647,-1069.3041074166408,3.945316996160604
C00650,-253.0440484388299,5.272092225171195
C00651,-599.6655684302897,1.7566417786227932
C00652,-755.0901493777484,1.9335313366062146
C00655,-1463.0633474382614,3.297939869185704
C00659,-614.4698015195439,1.7256230300741655
C00661,-1289.1187980007971,0.6665669034152121
C00663,-1747.151947800324,1.2771193504999296
C00664,-698.4628764451917,11.263035524178274
C00665,-2577.192065787951,2.8591680058728386
C00666,-686.3851619981778,2.9773406181725313
C00668,-1755.725257168082,1.8902266012267188
C00669,-798.8635114737302,3.6775464668668922
C00670,-1028.2782478543725,10.408106779391815
C00671,-449.8952290307412,1.6508036843422471
C00672,-1422.7069133834038,3.0329180118795045
C00673,-1449.4347043330545,1.7997167746355762
C00674,-884.3099566721307,17.040405589765985
C00679,-1107.4433411925095,1.6431805152735655
C00680,-688.0394418652103,2.9773406181725255
C00682,-492.4790120304659,2.3215422883687613
C00683,-3534.0146622134243,8.671268176209361
C00684,-780.9893565471606,2.4129372664023627
C00688,-2800.763364472623,6.161321667005185
C00689,-2431.6773828464648,2.153435447715635
C00691,-973.2241207097527,7.4128851351417335
C00692,-3963.9135198667054,8.431534545019955
C00695,-1388.0005658793823,16.48144889553245
C00696,-549.9322882813166,8.845091064240117
C00697,18.700000000000067,2.931870753584046
C00700,-3234.850433694376,4.10087647333557
C00705,-2103.594034361289,4.704663534061285
C00712,-165.30547525802638,5.973693442100919
C00713,-2250.185319105801,3.74836424295051
C00715,-161.71395578799732,9.847209424261036
C00716,-521.4049206578978,1.1413443332285789
C00718,-2242.6057254606817,3.754927152874376
C00719,-318.7121437531082,8.110511819951995
C00725,-255.113146427672,7.20314339858188
C00727,-290.32100043638394,4.340614430545155
C00732,-474.19903585548315,3.973863664519686
C00735,-1308.6577072492232,14.713313973943576
C00736,-338.86793558993037,2.931870753584059
C00737,-913.8149163499369,1.1302387021299718
C00738,-913.8149163499369,1.1302387021299718
C00739,-360.381401718587,3.758443363658675
C00740,-522.8178875336148,2.78299501436303
C00741,-256.16229446734576,1.6071172276123322
C00744,-1910.8945154625512,20.51343237371039
C00745,178.980464409198,9.149211218027096
C00746,-783.0427964360019,42.496857362040444
C00747,152.4692073589407,3.470886642959334
C00750,8.438760898750985,10.539959909122862
C00751,635.3557882109841,14.666337430288909
C00755,-392.22031397965185,4.6344895038637155
C00756,-137.9266262566512,2.9356370641699385
C00757,-446.47903897083864,18.832959095948002
C00758,-58.58394959922901,17.417076684987588
C00761,-1042.335739834835,7.654086237361564
C00762,-1291.7792050880666,14.811903353728644
C00763,-332.72529414920643,8.583718564331749
C00764,-917.1410185268027,1.8056535590058258
C00765,-4754.7841527301825,25.890342945756572
C00766,-63.271932290096956,6.698156010501363
C00768,-173.9068422635855,4.105160552741045
C00770,-1126.4304770494632,1.378415353849106
C00771,-2242.6057254606817,3.754927152874376
C00772,-608.0781224167678,1.3731009322467398
C00773,-1199.1215094693644,11.923735954031843
C00774,-660.2722634230838,8.815604475266932
C00777,85.32671234783788,10.576081048055268
C00779,-587.5024998857438,11.730067512549716
C00780,-8.608900243795283,5.151121353685885
C00783,-475.8665648663688,8.77467171103326
C00785,-85.70924690589742,4.048550488851776
C00786,-666.233761755498,10.122063223887098
C00788,-431.304214227293,6.15856471185966
C00789,-2817.065659447553,4.6967315092798385
C00791,-23.310186203593126,2.9318707535840494
C00792,-275.6751348970644,5.858727563311177
C00793,-348.0468118613452,3.2235485945135336
C00794,-945.1466068232114,1.285764404384561
C00795,-915.5774051483501,1.974664601142227
C00796,-139.35914411334923,25.14462736210435
C00797,-40.975934792850765,1.705743268964258
C00798,-3236.769802201917,9.455186495016955
C00799,116.37487947085157,7.340226357299716
C00800,-1126.4304770494632,1.378415353849106
C00802,-664.1118056550317,3.9392634440844256
C00803,-335.53129889570255,1.3084404328782593
C00804,-372.55918373572354,3.939918755894283
C00805,-418.37954779967293,2.7056404649999384
C00806,-112.48280929533635,2.1653854924235536
C00808,-282.0124298736743,7.616630326367556
C00809,-282.0124298736743,7.616630326367556
C00810,-294.47552314480504,1.6588928625853205
C00811,-326.85406915098713,3.1187877498389813
C00813,-462.1624774810736,11.569789199541129
C00814,-486.5869499945495,10.781282657103056
C00815,-832.0031066167847,1.497379898049794
C00817,-1126.4304770494632,1.378415353849106
C00818,-1304.5657909228707,1.6986769829949362
C00819,-517.4727135407696,2.7605768260857584
C00820,-519.0528147732101,1.4608531311839272
C00822,-551.61892189201,7.536891188614665
C00823,-78.69564003330458,5.6018595288508095
C00825,-1422.9826569448528,10.929784472966036
C00826,-712.5631539694901,10.240346935787127
C00827,-3378.5941739187174,7.865783430192954
C00828,68.07178462400034,9.993256430725198
C00829,206.580288829015,5.757262471724643
C00830,-807.9294748791687,1.6278257427814593
C00831,-561.3986357231917,6.012045580149075
C00832,-1931.3425348233436,11.38616911571778
C00835,-443.11168698074204,11.108747425505726
C00836,-240.75342545926924,5.663854550536445
C00837,-507.9755732835157,14.291610947395332
C00841,-31.611014885868748,13.455525001996289
C00842,-2975.965452207049,5.3829589333929295
C00843,-102.90302234077294,7.428615807128403
C00844,-713.7679066953388,4.636193474493158
C00845,-3138.966288335036,8.466797472221105
C00846,-786.4657444276259,1.7025541239157664
C00847,-542.755511844649,3.5774491469504826
C00848,-378.1454855227638,11.79397918486143
C00849,-337.6544985183897,2.931870753584043
C00852,-1296.0226310284427,9.77890908520286
C00854,-146.84792890974649,7.256056071279398
C00855,-321.03054900174993,3.945690492780787
C00857,-2433.987899138339,6.595423642663461
C00858,-307.3845567566167,14.46229438712423
C00860,-3.1519983042674085,4.060280268335984
C00861,-756.5733365017677,1.38313265874314
C00862,-1968.5741246676432,8.331221286691749
C00864,-778.9673307255655,5.691926601331172
C00869,-366.37694730687247,5.756161535035856
C00872,-699.9524685225313,1.639441106190169
C00873,-1797.93332870889,26.535040958991175
C00876,-2592.7684378781455,10.258453058928126
C00877,-3139.1080409708807,8.152876969894686
C00878,-973.0962554842023,1.2074383916609694
C00879,-1304.5657909228707,1.6986769829949362
C00880,-1126.4304770494632,1.378415353849106
C00881,-351.34225896892025,4.367420866175738
C00882,-2272.8808340548785,8.357081733119468
C00883,-2251.8363841366813,3.6968069486593427
C00884,-307.36135337496154,4.912626967409038
C00885,-770.9689612212683,7.762896306760803
C00887,104.20000000000017,2.9318707535840485
C00888,-3203.796221901914,8.191463314524128
C00891,-686.3228182467861,17.897383857789478
C00892,-724.9579117562146,17.87105984993995
C00894,-3138.364012775017,8.427427491256159
C00895,-1372.1723957387044,9.621557946416283
C00896,31.249779953489586,4.556182683695117
C00897,-1578.5618649877806,1.7052387323599236
C00898,-997.8973477923491,1.4858281140857026
C00899,263.4620262212455,10.67157737091752
C00900,-621.6243783367248,1.7276754047065286
C00902,-452.2318691130438,1.3832618635751541
C00903,96.09166618314197,3.288882082611844
C00904,-3700.2680296229964,7.989994426517733
C00905,-1091.876986042675,1.9153569802574488
C00906,-254.66391825962899,3.5230467922874498
C00908,-900.505935290268,12.151551175576998
C00909,-28.021324126153928,8.66292908453248
C00913,365.2624806720686,2.8333100767907045
C00915,649.1431163771927,13.308081724090039
C00916,-1228.537530838814,10.228870227226844
C00918,-366.0938621192433,5.480460401893076
C00920,-3993.3336890383816,11.474627096189513
C00921,-319.264281852123,11.711082089702282
C00922,-586.512437185365,2.696328578920506
C00927,-1216.6504340854344,10.121259279729593
C00928,-161.18793412723375,3.532103575930713
C00931,-540.7151208156307,3.9433720132140015
C00933,-635.2675722583457,14.644465620773376
C00935,-2990.4862347967146,5.266461308054897
C00936,-913.8149163499369,1.1302387021299718
C00937,-293.5588435296702,0.7258964039339
C00939,-475.2988953986622,9.180313704850251
C00940,-634.8701726270068,2.7002489379238854
C00941,-1132.0632101068297,5.022938338793064
C00942,-1311.059895145243,8.927536293153148
C00943,-1025.4720435706233,3.668139460579209
C00944,-983.1308243120782,6.187477814461883
C00946,-1030.6089894843553,2.626556620048121
C00950,-294.0860344699769,6.943636225472352
C00951,-704.0665255331907,16.780790953537718
C00954,-118.45266684689688,4.2937561610847235
C00955,59.68264702651074,4.3720474856240985
C00956,-681.629598915116,2.8060379228835433
C00957,-456.0238182179826,3.523883027454056
C00959,-465.24055631214907,7.797832279805687
C00961,-940.6137501606751,20.517296712576805
C00962,-913.8149163499369,1.1302387021299718
C00964,-26.069371159415677,6.347398635564565
C00966,-599.8654081927042,5.065540171738467
C00968,-638.854435316141,3.8221650360221187
C00969,-289.1686065884029,0.7972346363549258
C00971,-317.85275746178354,6.898112303073907
C00973,-4748.490187228873,54.268886795558885
C00974,-851.3671530718447,11.3451614008734
C00975,-964.6876556415384,2.7045789539195577
C00976,-3283.8209744225164,8.825406541416898
C00977,40.994370639799065,4.861897957676638
C00978,-130.7773143152563,5.279184442716277
C00979,-667.3384759751112,3.225141832467796
C00982,263.439570416648,8.996950820283681
C00984,-908.4156071594105,1.4022656278020915
